"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0086001","BP","GO:0086001","cardiac muscle cell action potential","17/1639","79/18903",0.000362193952867252,0.0143874206007201,0.0121564243497906,"KCNQ1/ATP1B1/DSP/CAMK2D/NUP155/CACNB2/DSG2/CACNA1C/KCND3/SCN5A/CACNA1D/CACNA1G/DSC2/ATP1A2/KCNE4/GPD1L/HCN4",17
"GO:0051306","BP","GO:0051306","mitotic sister chromatid separation","20/1639","101/18903",0.000370210964905885,0.0146071829710181,0.0123421091020196,"DLGAP5/BUB1/CENPE/TTK/NDC80/AURKB/BIRC5/CENPF/CDC20/ESPL1/DUSP1/CDCA8/SPC24/FBXO5/GEN1/ANAPC5/CDC16/ARID1B/SMARCD1/ARID1A",20
"GO:0061572","BP","GO:0061572","actin filament bundle organization","28/1639","164/18903",0.000394897386993293,0.0152576040741287,0.0128916721651218,"WNT11/VIL1/TACR1/PLS3/ID1/TACSTD2/CORO2B/ELN/SWAP70/PDLIM1/RGCC/EZR/FHDC1/SDC4/F11R/STMN1/RDX/NEDD9/TNFAIP1/TGFB3/SRC/CD47/CARMIL1/RAPGEF3/EVL/PLS1/SLC9A1/FAM171A1",28
"GO:0001822","BP","GO:0001822","kidney development","45/1639","309/18903",0.000397669431214015,0.0152576040741287,0.0128916721651218,"WNT11/AKR1B1/GCNT1/KLHL3/ASS1/RDH10/GFRA1/CRLF1/CENPF/VEGFA/ERBB4/TACSTD2/WWTR1/MYO1E/SDC4/PTCD2/MYC/ITGA3/C1GALT1/GREM1/TEK/PLXND1/BMP6/ADAMTS6/PKHD1/BMP4/CEP290/GZF1/PTK7/DCHS1/DYNC2H1/SMO/PBX1/TRAF3IP2/FREM2/NOTCH2/FMN1/SALL1/GLI2/GREB1L/UPK3A/WNT6/NKX3-1/VANGL2/LRP2",45
"GO:0030198","BP","GO:0030198","extracellular matrix organization","46/1639","318/18903",0.000401262061094711,0.0152576040741287,0.0128916721651218,"ADAMTS3/FBLN5/MMP13/SERPINB5/COMP/LAMA1/ADAMTSL1/KAZALD1/QSOX1/PAPLN/DPP4/ELN/ELF3/MATN2/COL12A1/RGCC/MYO1E/PTX3/LAMB3/NID2/TLL2/PDPN/COL4A1/DPT/GREM1/ADAMTS6/HMCN1/EGFLAM/PRDX4/FBLN2/ERO1A/SPINT2/MMP2/FLOT1/LAMA2/ADAMTS7/IHH/COL4A5/COL15A1/SLC39A8/SMOC1/NTN4/HAS3/ADAMTSL4/COL22A1/CTSG",46
"GO:0072001","BP","GO:0072001","renal system development","46/1639","318/18903",0.000401262061094711,0.0152576040741287,0.0128916721651218,"WNT11/AKR1B1/GCNT1/KLHL3/ASS1/RDH10/GFRA1/CRLF1/CENPF/VEGFA/ERBB4/TACSTD2/WWTR1/MYO1E/SDC4/PTCD2/MYC/ITGA3/C1GALT1/COL4A1/GREM1/TEK/PLXND1/BMP6/ADAMTS6/PKHD1/BMP4/CEP290/GZF1/PTK7/DCHS1/DYNC2H1/SMO/PBX1/TRAF3IP2/FREM2/NOTCH2/FMN1/SALL1/GLI2/GREB1L/UPK3A/WNT6/NKX3-1/VANGL2/LRP2",46
"GO:0005996","BP","GO:0005996","monosaccharide metabolic process","38/1639","248/18903",0.000402917639603025,0.0152576040741287,0.0128916721651218,"AKR1B1/TKTL1/SLC45A3/NUDT5/KCNQ1/PC/FUT4/BAD/DCXR/ENO3/GPLD1/GCLC/PGD/G6PC3/PTPN2/RBKS/FBP1/UXS1/TIGAR/FAM3C/PDK4/SLC39A14/SRC/GLB1/SELENOS/NR3C1/AKR1A1/SLC25A13/FOXA2/PCK2/PFKP/EP300/HECTD4/CRTC2/SOGA1/GPD1/ACACB/HK3",38
"GO:0046474","BP","GO:0046474","glycerophospholipid biosynthetic process","34/1639","214/18903",0.000406706391820425,0.0152576040741287,0.0128916721651218,"BMX/SLC44A5/MFSD2A/GPAT3/ETNK1/SELENOI/PIGF/LPCAT3/BPNT1/ABHD3/PGAP3/SACM1L/PLA2G4A/PIGS/IPMK/AJUBA/ABHD5/CAPN2/PIP5K1A/AGPAT3/PISD/SOCS6/DGKA/TTC7B/SYNJ2/ITPKB/DGKE/DGKZ/PTDSS1/LCLAT1/CDS1/ETNK2/DGKG/CWH43",34
"GO:1901990","BP","GO:1901990","regulation of mitotic cell cycle phase transition","50/1639","354/18903",0.000406825606621455,0.0152576040741287,0.0128916721651218,"CYP1A1/ANLN/DLGAP5/BUB1/RRM2/KIF14/E2F1/ORC1/CENPE/DTL/TTK/NDC80/GTSE1/AURKB/BIRC5/CENPF/CDC25B/CDC20/ESPL1/BRCA1/STIL/DUSP1/RGCC/AURKA/CLSPN/CDCA8/BARD1/RDX/SPC24/FBXO5/CDKN2D/NABP1/RAB11A/ATAD5/RRM1/GEN1/ANAPC5/TOPBP1/PHB2/CDC16/PBX1/EGFR/CDC14A/APPL2/ARID1B/SMARCD1/ARID1A/TERT/DACT1/AMBRA1",50
"GO:0007599","BP","GO:0007599","hemostasis","36/1639","231/18903",0.000407688236399337,0.0152576040741287,0.0128916721651218,"FGG/FGB/TXK/COMP/AVPR2/ABAT/PLAUR/IL6ST/PLAT/ITPK1/VAV3/CLIC1/F11R/F3/PDPN/ANXA5/CD9/HPS5/PLA2G4A/LMAN1/PROS1/NFE2L2/SRC/GNA12/FOXA2/DGKA/VAV2/DGKE/DGKZ/PRKG1/PRKCA/UBASH3B/SERPINA1/HPSE/DGKG/CTSG",36
"GO:0071277","BP","GO:0071277","cellular response to calcium ion","18/1639","87/18903",0.000410052975627205,0.0152576040741287,0.0128916721651218,"CAPN3/ECT2/DPEP1/PPIF/CPNE8/MEF2A/GPLD1/JUNB/HSPA5/CAMK2D/SLC25A23/ITPKB/TRPM2/SYT17/RYR1/SCN5A/ADCY8/CPNE7",18
"GO:0006941","BP","GO:0006941","striated muscle contraction","30/1639","181/18903",0.000421017923448283,0.0155670715217136,0.0131531518090199,"ACE2/MYL4/MYL3/KCNQ1/CXCR4/RGS2/PDE4B/ATP1B1/DSP/CAMK2D/NUP155/P2RX4/CACNB2/DSG2/HRC/CACNA1C/DTNA/ARHGEF11/KCND3/SLC9A1/SCN5A/CACNA1D/CACNA1G/DSC2/STAC/PPP1R13L/ATP1A2/KCNE4/GPD1L/HCN4",30
"GO:0043062","BP","GO:0043062","extracellular structure organization","46/1639","319/18903",0.000430405978383534,0.01581472966823,0.0133624066578414,"ADAMTS3/FBLN5/MMP13/SERPINB5/COMP/LAMA1/ADAMTSL1/KAZALD1/QSOX1/PAPLN/DPP4/ELN/ELF3/MATN2/COL12A1/RGCC/MYO1E/PTX3/LAMB3/NID2/TLL2/PDPN/COL4A1/DPT/GREM1/ADAMTS6/HMCN1/EGFLAM/PRDX4/FBLN2/ERO1A/SPINT2/MMP2/FLOT1/LAMA2/ADAMTS7/IHH/COL4A5/COL15A1/SLC39A8/SMOC1/NTN4/HAS3/ADAMTSL4/COL22A1/CTSG",46
"GO:0007052","BP","GO:0007052","mitotic spindle organization","24/1639","133/18903",0.000437427240967152,0.0159728866437633,0.0134960389024125,"DLGAP5/KIF11/PRC1/CENPE/TTK/NDC80/TPX2/AURKB/BIRC5/EFHC2/KIF4A/CDC20/CENPH/STIL/AURKA/CDCA8/KIF15/STMN1/RAB11A/CCDC61/CHMP4B/DRG1/MAP10/KIFC2",24
"GO:0044839","BP","GO:0044839","cell cycle G2/M phase transition","27/1639","157/18903",0.000441774649309235,0.0160320565635123,0.013546033593829,"MASTL/KIF14/ORC1/MELK/DTL/NDC80/CCNB2/AURKB/CENPF/CDC25B/CCNA2/BRCA1/AURKA/CLSPN/BARD1/FBXO5/NABP1/RAB11A/ATAD5/RRM1/CCNQ/TOPBP1/FBXL3/KDM8/PBX1/NEK10/TPD52L1",27
"GO:0007409","BP","GO:0007409","axonogenesis","59/1639","438/18903",0.000455734475789297,0.0164371962157379,0.0138883499596364,"FLRT3/NRCAM/LAMA1/FSTL4/CDH4/BMPR1B/XK/VEGFA/UCHL1/ETV1/SEMA4B/PAK3/PTPRM/L1CAM/ALCAM/NECTIN1/EMB/LAMC2/ARHGAP4/RTN4/MAP2K1/SEMA5A/RAPH1/CDH1/STMN1/SEMA7A/APLP2/PLXND1/RELN/FLOT1/LAMA2/SMO/CRPPA/NEO1/KALRN/SEMA4C/SZT2/PLXNA1/NCAM1/NTN1/CNTN5/PLXNB1/SEMA4A/CYFIP1/NOTCH2/PTPRZ1/CHL1/MAP6/PTPRS/B4GALT6/EFNA4/PLXNB3/KIF5C/AUTS2/SEMA5B/PLPPR4/GLI2/TIAM1/DCC",59
"GO:0032956","BP","GO:0032956","regulation of actin cytoskeleton organization","51/1639","365/18903",0.000462652036728622,0.016514562585848,0.013953719455084,"WNT11/VIL1/FHOD3/ECT2/TACR1/IQGAP3/PAK3/ID1/TACSTD2/CORO2B/ELN/TMSB10/SWAP70/NEB/SPTBN2/RGCC/SEMA5A/SDC4/SPTBN5/ARHGAP18/F11R/ARPC1B/STMN1/RDX/RAC3/NEDD9/TEK/TGFB3/ESAM/RHOQ/CD47/CARMIL1/ARPC3/AP1AR/CD2AP/RAPGEF3/AKAP13/FER/TRPM2/CRACD/EVL/CYFIP1/IQGAP2/NOTCH2/FMN1/SLC9A1/SMIM22/ARHGDIB/ARHGEF19/CYFIP2/CCL24",51
"GO:0050679","BP","GO:0050679","positive regulation of epithelial cell proliferation","35/1639","224/18903",0.000463497674207335,0.016514562585848,0.013953719455084,"EGF/CLDN1/TACR1/VEGFA/IQGAP3/VEGFD/ID1/BAD/KDR/RTN4/SEMA5A/MYC/F3/PDPK1/HMOX1/HMGB2/TEK/GLUL/BMP6/PKHD1/BMP4/HTRA1/STXBP4/SMO/FZD7/EGFR/IHH/NOTCH2/PRKCA/RREB1/SCN5A/PLXNB3/DLX6/CCL24/CCR3",35
"GO:0006875","BP","GO:0006875","cellular metal ion homeostasis","57/1639","420/18903",0.000468062439936321,0.0165767414722026,0.0140062565254248,"ATP12A/ATP13A5/CAPN3/SCNN1B/CP/SLC31A1/SCNN1G/ATP6V1A/STC2/XK/BDKRB1/ATP13A4/TFRC/SLC30A4/MCU/SLC39A6/MICU1/BOK/MYC/NCOA4/SLC31A2/ITPR3/PDPK1/PRNP/SLC40A1/MAIP1/HMOX1/ATP1B1/P2RX7/BMP6/CDH5/PKHD1/SLC39A14/ERO1A/CAMK2D/ATP2B4/SLC25A23/HRC/CACNA1C/TRPM2/SLC39A8/SLC9A1/HFE/RYR1/UBASH3B/MICU3/ADCY8/ATP2A3/CDH23/ATP4A/SV2A/SLC24A5/SLC1A1/ATP1A2/JPH4/ATP2C2/SLC39A4",57
"GO:0098659","BP","GO:0098659","inorganic cation import across plasma membrane","23/1639","126/18903",0.000481595173286851,0.0167055344430775,0.0141150781169162,"ATP12A/SCNN1B/SLC12A3/SCNN1G/SLC9A2/KCNQ1/SLC39A6/PRNP/ATP1B1/SLC39A14/ATP2B4/CACNA1C/TRPM2/SLC39A8/WNK1/SLC9A1/HFE/CACNA1D/ATP4A/ATP1A2/WNK2/HCN4/SLC39A4",23
"GO:0099587","BP","GO:0099587","inorganic ion import across plasma membrane","23/1639","126/18903",0.000481595173286851,0.0167055344430775,0.0141150781169162,"ATP12A/SCNN1B/SLC12A3/SCNN1G/SLC9A2/KCNQ1/SLC39A6/PRNP/ATP1B1/SLC39A14/ATP2B4/CACNA1C/TRPM2/SLC39A8/WNK1/SLC9A1/HFE/CACNA1D/ATP4A/ATP1A2/WNK2/HCN4/SLC39A4",23
"GO:0051222","BP","GO:0051222","positive regulation of protein transport","43/1639","294/18903",0.000482674362627269,0.0167055344430775,0.0141150781169162,"FGG/FGB/PTGS2/SFN/PCSK1/ECT2/ABAT/WLS/KIF20B/BAD/RAB29/EZR/MCU/PDCD5/PPARG/GPLD1/C2CD5/CDH1/ADAM9/PRNP/EMD/P2RX7/GLUL/BMP6/TGFB3/CHP1/SRC/CEP290/TOMM70/CD2AP/IPO5/RAPGEF3/LRRC8A/PCK2/SMO/PINK1/AACS/TRPM2/MTCL1/ATG13/ADCY8/FRMD4A/TMEM30B",43
"GO:0051382","BP","GO:0051382","kinetochore assembly","7/1639","18/18903",0.000491090350445029,0.0167055344430775,0.0141150781169162,"CENPT/DLGAP5/CENPE/CENPF/CENPK/CENPH/POGZ",7
"GO:1901970","BP","GO:1901970","positive regulation of mitotic sister chromatid separation","7/1639","18/18903",0.000491090350445029,0.0167055344430775,0.0141150781169162,"DLGAP5/AURKB/BIRC5/ESPL1/CDCA8/ANAPC5/CDC16",7
"GO:0022604","BP","GO:0022604","regulation of cell morphogenesis","45/1639","312/18903",0.000491682832817872,0.0167055344430775,0.0141150781169162,"FGG/FGB/VIL1/MFSD2A/VEGFA/PAK3/TACSTD2/SPARC/PALMD/CXCR4/KDR/EZR/ENPP2/MYO10/ARHGAP18/F11R/PDPN/RDX/RAC3/ST6GAL1/NEDD9/ANKRD27/FZD4/PLXND1/RELN/RHOQ/SRC/CARMIL1/AP1AR/GNA12/SLC9A3R1/PLXNA1/STRIP2/PLXNB1/SEMA4A/CYFIP1/BCL9L/SYT17/STRIP1/RREB1/PLXNB3/FAM171A1/RIMS1/FGD1/CCL24",45
"GO:2000649","BP","GO:2000649","regulation of sodium ion transmembrane transporter activity","14/1639","60/18903",0.000493751412729534,0.0167055344430775,0.0141150781169162,"GLRX/KCNQ1/TESC/ATP1B1/CHP1/CAMK2D/SLC9A3R1/STK39/WNK1/SLC9A1/HECW1/ATP1A2/GPD1L/WNK2",14
"GO:0045229","BP","GO:0045229","external encapsulating structure organization","46/1639","321/18903",0.000494431534801068,0.0167055344430775,0.0141150781169162,"ADAMTS3/FBLN5/MMP13/SERPINB5/COMP/LAMA1/ADAMTSL1/KAZALD1/QSOX1/PAPLN/DPP4/ELN/ELF3/MATN2/COL12A1/RGCC/MYO1E/PTX3/LAMB3/NID2/TLL2/PDPN/COL4A1/DPT/GREM1/ADAMTS6/HMCN1/EGFLAM/PRDX4/FBLN2/ERO1A/SPINT2/MMP2/FLOT1/LAMA2/ADAMTS7/IHH/COL4A5/COL15A1/SLC39A8/SMOC1/NTN4/HAS3/ADAMTSL4/COL22A1/CTSG",46
"GO:0032869","BP","GO:0032869","cellular response to insulin stimulus","33/1639","208/18903",0.000503614056154696,0.01683940015657,0.0142281858423566,"IGFBP1/PPARG/GPLD1/MYO5A/C2CD5/GCLC/PTPN2/FBP1/PID1/PDPK1/GAB1/GOT1/MSTN/BCAR3/PDK4/SLC39A14/RHOQ/SRC/SELENOS/SRSF5/STXBP4/PCK2/SESN3/FER/ERRFI1/RAB15/LPIN2/APPL2/SREBF1/CYFIP1/SOGA1/SLC9A1/ENPP1",33
"GO:0007596","BP","GO:0007596","blood coagulation","35/1639","225/18903",0.000504122202339907,0.01683940015657,0.0142281858423566,"FGG/FGB/TXK/COMP/ABAT/PLAUR/IL6ST/PLAT/ITPK1/VAV3/CLIC1/F11R/F3/PDPN/ANXA5/CD9/HPS5/PLA2G4A/LMAN1/PROS1/NFE2L2/SRC/GNA12/FOXA2/DGKA/VAV2/DGKE/DGKZ/PRKG1/PRKCA/UBASH3B/SERPINA1/HPSE/DGKG/CTSG",35
"GO:0008361","BP","GO:0008361","regulation of cell size","30/1639","183/18903",0.000508999220691632,0.0169062509516729,0.0142846703683842,"SLC12A3/NRCAM/FSTL4/CDH4/XK/VEGFA/IQGAP3/SEMA4B/L1CAM/VAV3/ARHGAP4/RTN4/SEMA5A/CDH1/CLCN3/SEMA7A/RDX/P2RX7/LRRC8A/VAV2/SLC9A3R1/LRRC8E/SEMA4C/NTN1/SEMA4A/CYFIP1/RAP1GAP2/PTPRS/SEMA5B/DCC",30
"GO:0032868","BP","GO:0032868","response to insulin","40/1639","269/18903",0.000534771535833505,0.0176624823548605,0.0149236361773998,"IGFBP1/GCNT1/KCNQ1/HADHA/PPARG/GPLD1/MYO5A/C2CD5/GCLC/PTPN2/FBP1/PID1/PDPK1/GAB1/GOT1/MSTN/BCAR3/PDK4/SLC39A14/RHOQ/SRC/SELENOS/SRSF5/STXBP4/PCK2/SESN3/FER/ERRFI1/RAB15/LPIN2/APPL2/SREBF1/CYFIP1/SOGA1/TNFRSF11A/SLC9A1/SORT1/VPS13C/ENPP1/ZBED3",40
"GO:0070252","BP","GO:0070252","actin-mediated cell contraction","20/1639","104/18903",0.00055080552724459,0.0179626958117562,0.0151772968076701,"VIL1/KCNQ1/PDE4B/PDPN/DSP/CAMK2D/NUP155/CACNB2/DSG2/CACNA1C/KCND3/SLC9A1/SCN5A/CACNA1D/CACNA1G/DSC2/ATP1A2/KCNE4/GPD1L/HCN4",20
"GO:0140694","BP","GO:0140694","non-membrane-bounded organelle assembly","53/1639","386/18903",0.000551749141086692,0.0179626958117562,0.0151772968076701,"CAPN3/VIL1/CENPT/ANLN/DLGAP5/KIF11/ACTA1/ASPM/PRC1/CENPE/FHOD3/NDC80/TPX2/CCNB2/AURKB/BIRC5/CENPF/KIF4A/CENPK/KRT19/CDC20/KASH5/CENPH/BRCA1/STIL/NEB/AURKA/EZR/PLK4/CDCA8/MEF2A/GRB7/KIF15/MRPS2/FBXO5/RAB11A/CCDC61/RPF2/SRC/CEP152/CHMP4B/DRG1/POGZ/PISD/AKAP13/UBAP2L/MAP10/ATXN2L/PLS1/RNF213/KIFC2/SMIM22/CDS1",53
"GO:0009069","BP","GO:0009069","serine family amino acid metabolic process","11/1639","41/18903",0.000553027375731907,0.0179626958117562,0.0151772968076701,"GLDC/CTH/PHGDH/PSAT1/DAO/SCLY/SHMT2/TST/GCLC/SERINC3/THNSL2",11
"GO:0086002","BP","GO:0086002","cardiac muscle cell action potential involved in contraction","13/1639","54/18903",0.00056405001866907,0.0181853665003491,0.0153654388976191,"KCNQ1/DSP/NUP155/CACNB2/DSG2/CACNA1C/KCND3/SCN5A/CACNA1D/CACNA1G/DSC2/KCNE4/GPD1L",13
"GO:0050678","BP","GO:0050678","regulation of epithelial cell proliferation","56/1639","414/18903",0.000566758774659121,0.0181853665003491,0.0153654388976191,"EGF/SFN/CLDN1/SERPINB5/FA2H/XDH/TACR1/VEGFA/IQGAP3/VEGFD/ID1/PTPRM/TACSTD2/BAD/SPARC/UHRF1/RGCC/KDR/RTN4/SEMA5A/PPARG/MYC/F3/PDPK1/FLT1/HMOX1/HMGB2/TEK/CD109/GLUL/BMP6/PKHD1/BMP4/HTRA1/PTPRK/PHB2/TINF2/STXBP4/SMO/FZD7/NUPR1/EGFR/ERRFI1/IHH/NOTCH2/PRKCA/RREB1/SCN5A/PLXNB3/DLX6/SGPP2/PGR/GLI1/NKX3-1/CCL24/CCR3",56
"GO:0055075","BP","GO:0055075","potassium ion homeostasis","10/1639","35/18903",0.000569162686862431,0.0181853665003491,0.0153654388976191,"ATP12A/SCNN1B/SLC12A3/KLHL3/KCNQ1/ATP1B1/WNK1/ATP4A/UPK3A/ATP1A2",10
"GO:0009066","BP","GO:0009066","aspartate family amino acid metabolic process","12/1639","48/18903",0.000632544742447089,0.0199931749507873,0.0168929181641642,"MAT1A/ASS1/PHGDH/ADSS2/GCAT/GOT1/ASNSD1/SLC25A13/AADAT/PLOD2/AASS/SMS",12
"GO:0045841","BP","GO:0045841","negative regulation of mitotic metaphase/anaphase transition","12/1639","48/18903",0.000632544742447089,0.0199931749507873,0.0168929181641642,"BUB1/TTK/NDC80/AURKB/BIRC5/CENPF/CDC20/DUSP1/CDCA8/SPC24/FBXO5/GEN1",12
"GO:0031346","BP","GO:0031346","positive regulation of cell projection organization","49/1639","352/18903",0.000643719889015941,0.0202375894520038,0.0170994323459962,"VIL1/ANLN/CDH4/VEGFA/PAK3/NDRG4/PLA2G3/RAPGEF1/L1CAM/ROR2/FZD1/GPM6A/P3H1/EPS8L2/RGS2/MAP2K1/SEMA5A/ENPP2/ITGA3/SEMA7A/STK24/NEDD9/MSTN/ANKRD27/FZD4/P2RX7/PLXND1/TGFB3/RELN/TMEM106B/NFE2L2/RHOQ/SRC/CARMIL1/HSPA5/PTK7/EP300/PLXNA1/NTN1/PLXNB1/CYFIP1/MARK4/MAP6/RREB1/PLXNB3/AUTS2/TOX/TIAM1/PLEKHM1",49
"GO:1903522","BP","GO:1903522","regulation of blood circulation","39/1639","263/18903",0.000658122600493745,0.0205803338739507,0.0173890288450727,"FGG/FGB/PTGS2/ACE2/MYL4/MYL3/AVPR2/TACR1/KCNQ1/EPAS1/RGS2/MEF2A/PDE4B/ATP1B1/DSP/MMP2/CAMK2D/NUP155/ATP2B4/P2RX4/CACNB2/DSG2/HRC/CACNA1C/SREBF1/KCND3/CYP2J2/SLC9A1/SCN5A/CACNA1D/CACNA1G/DSC2/ATP2A3/SLC1A1/ATP1A2/KCNE4/GPD1L/HCN4/ASIC2",39
"GO:0015698","BP","GO:0015698","inorganic anion transport","30/1639","186/18903",0.000671343012254636,0.0208826749684921,0.0176444871892488,"SLC26A4/NMUR1/CLIC5/SLC12A3/CA2/SLC37A2/SLC4A11/SLC4A8/KCNQ1/SLC6A14/CLIC1/CLCN2/CLCN3/PRNP/ANO3/SLC25A30/SLC39A14/PCYOX1/SLC20A1/LRRC8A/SLC20A2/LRRC8E/SLC39A8/SLC5A6/CCT8L2/ENPP1/SLC1A1/GABRA3/GABRG3/ABCC6",30
"GO:0034111","BP","GO:0034111","negative regulation of homotypic cell-cell adhesion","6/1639","14/18903",0.000686211234429362,0.0211216536503153,0.0178464084611307,"FGG/ABAT/RDX/CD9/PRKG1/UBASH3B",6
"GO:0051255","BP","GO:0051255","spindle midzone assembly","6/1639","14/18903",0.000686211234429362,0.0211216536503153,0.0178464084611307,"PRC1/AURKB/BIRC5/KIF4A/CDCA8/MAP10",6
"GO:0007051","BP","GO:0007051","spindle organization","31/1639","195/18903",0.000707985328684584,0.0216783632673785,0.0183167914806061,"DLGAP5/KIF11/ASPM/PRC1/CENPE/TTK/NDC80/TPX2/CCNB2/AURKB/BIRC5/EFHC2/KIF4A/CDC20/KASH5/ESPL1/CENPH/STIL/AURKA/EZR/CDCA8/KIF15/STMN1/FBXO5/LIMK2/RAB11A/CCDC61/CHMP4B/DRG1/MAP10/KIFC2",31
"GO:0030050","BP","GO:0030050","vesicle transport along actin filament","7/1639","19/18903",0.000719668587633173,0.0218951557121698,0.018499966841072,"MYO1D/MYO19/MYO1E/MYO5A/MYO5C/MYO1H/MYO1G",7
"GO:0010447","BP","GO:0010447","response to acidic pH","9/1639","30/18903",0.000722514068406351,0.0218951557121698,0.018499966841072,"SCNN1B/SCNN1G/PKD2L1/CHP1/SRC/RAB11B/RAB11FIP5/SLC9A1/ASIC2",9
"GO:0062197","BP","GO:0062197","cellular response to chemical stress","48/1639","345/18903",0.000735353016262884,0.0221699506800487,0.0187321505195387,"CAPN3/PTGS2/AKR1B1/NQO1/SRXN1/FBLN5/SLC4A11/MELK/TXN/ECT2/MGST1/PENK/MAPK13/EPAS1/BAD/PPIF/FANCD2/FZD1/PRDX5/MICU1/ERN1/FBP1/STK24/TMEM161A/HMOX1/OXSR1/NFE2L2/SRC/SELENOS/CAB39/PTPRK/MMP2/DIABLO/ATG7/SLC25A23/CHD6/ERMP1/PINK1/LRRC8E/FER/EGFR/ERRFI1/AGAP3/TRPM2/STK39/KDM6B/SLC1A1/MPO",48
"GO:0045834","BP","GO:0045834","positive regulation of lipid metabolic process","26/1639","154/18903",0.000743948522488295,0.0223146600189219,0.0188544203953935,"PTGS2/ANGPTL3/MFSD2A/HSD17B13/SLC45A3/RDH10/PLA2G3/VAV3/ELOVL5/PPARG/GPLD1/FLT1/POR/TEK/BMP6/CHP1/SRC/ABHD5/CAPN2/VAV2/DGKZ/SREBF1/AMBRA1/AGAP2/MLXIPL/DISP3",26
"GO:1901989","BP","GO:1901989","positive regulation of cell cycle phase transition","22/1639","122/18903",0.000750144630086599,0.0223862958389803,0.0189149479528649,"CYP1A1/DLGAP5/RRM2/FAM83D/DTL/CDC25B/ESPL1/STIL/RGCC/RDX/FBXO5/RAB11A/ATAD5/RRM1/ANAPC5/PHB2/CDC16/STXBP4/PBX1/EGFR/TERT/GLI1",22
"GO:0050817","BP","GO:0050817","coagulation","35/1639","230/18903",0.000758281593353004,0.0225148357945571,0.0190235557630666,"FGG/FGB/TXK/COMP/ABAT/PLAUR/IL6ST/PLAT/ITPK1/VAV3/CLIC1/F11R/F3/PDPN/ANXA5/CD9/HPS5/PLA2G4A/LMAN1/PROS1/NFE2L2/SRC/GNA12/FOXA2/DGKA/VAV2/DGKE/DGKZ/PRKG1/PRKCA/UBASH3B/SERPINA1/HPSE/DGKG/CTSG",35
"GO:1901653","BP","GO:1901653","cellular response to peptide","51/1639","373/18903",0.000764699192878653,0.0225912892207719,0.0190881538809541,"SCNN1B/IGFBP1/CA2/SCNN1G/ASS1/CCNA2/ID1/PLAT/BRIP1/TIMELESS/PPARG/GPLD1/MYO5A/C2CD5/GCLC/PTPN2/FBP1/PID1/PDPK1/POR/PRNP/GAB1/GOT1/MSTN/BCAR3/PDK4/RANGAP1/SLC39A14/NFE2L2/RHOQ/SRC/SELENOS/SRSF5/ADCY6/STXBP4/PCK2/SESN3/FER/ERRFI1/RAB15/LPIN2/APPL2/SREBF1/CYFIP1/SOGA1/SLC9A1/ADCY8/DDX11/PTPN22/ENPP1/MGARP",51
"GO:0061458","BP","GO:0061458","reproductive system development","44/1639","310/18903",0.000791933120171682,0.0232788740674466,0.0196691178636325,"FANCA/SERPINB5/ASPM/A2M/RDH10/GFRA1/BMPR1B/VEGFA/KIF18A/FST/TESC/BRIP1/ROR2/ID4/KDR/PTX3/BOK/NCOA4/HSD17B4/PLEKHA5/HMGB2/FZD4/BMP6/CITED2/BMP4/PRDX4/SRC/MMP2/HSPA5/FKBP4/DHCR24/NUPR1/FER/ACSBG1/TAF4/ESR1/SALL1/ATN1/PGR/GREB1L/GLI1/REC8/NKX3-1/LRP2",44
"GO:0044242","BP","GO:0044242","cellular lipid catabolic process","34/1639","222/18903",0.000797633410443005,0.0233297851741016,0.0197121344010502,"NUDT19/SLC27A2/ANGPTL3/MFSD2A/HADHB/SRD5A3/GDPD1/HADHA/PLA2G5/ACER2/ACER3/ENPP2/MGLL/SCP2/ABHD2/GPLD1/HSD17B4/ABHD3/GLA/ECHS1/ECI2/PLA2G4A/ACADVL/ABHD12/ABHD5/ACOT8/PCK2/GPCPD1/CROT/LPIN2/TYSND1/GALC/DAGLA/ACACB",34
"GO:0033045","BP","GO:0033045","regulation of sister chromatid segregation","20/1639","107/18903",0.000803179436027756,0.0233757024970652,0.0197509315196195,"DLGAP5/BUB1/CENPE/TTK/NDC80/AURKB/BIRC5/CENPF/CDC20/ESPL1/DUSP1/CDCA8/SPC24/FBXO5/GEN1/ANAPC5/CDC16/ARID1B/SMARCD1/ARID1A",20
"GO:0043687","BP","GO:0043687","post-translational protein modification","13/1639","56/18903",0.000817292397750002,0.023669270967351,0.0199989775731515,"DSCC1/AURKB/ESCO2/P3H1/GPLD1/UCHL3/STT3B/ATG7/FAM20C/HLCS/MAP3K12/PRKCA/AGBL1",13
"GO:0051784","BP","GO:0051784","negative regulation of nuclear division","14/1639","63/18903",0.000832469291921056,0.0239906223882543,0.0202704983930622,"BUB1/TTK/NDC80/AURKB/BIRC5/CENPF/CDC20/DUSP1/CDCA8/SPC24/FBXO5/BMP4/GEN1/TOM1L2",14
"GO:0071476","BP","GO:0071476","cellular hypotonic response","5/1639","10/18903",0.000846405463705801,0.0242732571762264,0.0205093062039932,"SLC4A11/FBP1/OXSR1/CAB39/STK39",5
