Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0045741,positive regulation of epidermal growth factor-activated receptor activity,19_GO:0023052 signaling,-2.6,10,5.1,30211,13,680,3,0.44,0.25,134|1839|7039,ADORA1|HBEGF|TGFA,-1.1,MyList
Reactome Gene Sets,6,R-HSA-75205,Dissolution of Fibrin Clot,,-2.6,10,5.1,30211,13,680,3,0.44,0.25,5055|5269|5270,SERPINB2|SERPINB6|SERPINE2,-1.1,MyList
GO Biological Processes,19,GO:0035810,positive regulation of urine volume,19_GO:0032501 multicellular organismal process,-2.6,10,5.1,30211,13,680,3,0.44,0.25,1813|1906|1910,DRD2|EDN1|EDNRB,-1.1,MyList
GO Biological Processes,19,GO:0010713,negative regulation of collagen metabolic process,19_GO:0048519 negative regulation of biological process,-2.6,10,5.1,30211,13,680,3,0.44,0.25,4261|5467|54206,CIITA|PPARD|ERRFI1,-1.1,MyList
GO Biological Processes,19,GO:0072506,trivalent inorganic anion homeostasis,19_GO:0065007 biological regulation,-2.6,10,5.1,30211,13,680,3,0.44,0.25,5167|9213|10568,ENPP1|XPR1|SLC34A2,-1.1,MyList
GO Biological Processes,19,GO:0003334,keratinocyte development,19_GO:0032502 developmental process,-2.6,10,5.1,30211,13,680,3,0.44,0.25,2317|23022|23086,FLNB|PALLD|EXPH5,-1.1,MyList
Reactome Gene Sets,6,R-HSA-1483213,Synthesis of PE,,-2.6,10,5.1,30211,13,680,3,0.44,0.25,9663|64850|162466,LPIN2|ETNPPL|PHOSPHO1,-1.1,MyList
GO Biological Processes,19,GO:0055062,phosphate ion homeostasis,19_GO:0065007 biological regulation,-2.6,10,5.1,30211,13,680,3,0.44,0.25,5167|9213|10568,ENPP1|XPR1|SLC34A2,-1.1,MyList
GO Biological Processes,19,GO:0014857,regulation of skeletal muscle cell proliferation,19_GO:0050789 regulation of biological process,-2.6,10,5.1,30211,13,680,3,0.44,0.25,2660|5467|8837,MSTN|PPARD|CFLAR,-1.1,MyList
GO Biological Processes,19,GO:0044409,entry into host,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.6,3.4,3.7,30211,106,680,8,1.2,0.41,1514|1948|3693|3694|6520|9076|9213|53373,CTSL|EFNB2|ITGB5|ITGB6|SLC3A2|CLDN1|XPR1|TPCN1,-1.1,MyList
GO Biological Processes,19,GO:0035303,regulation of dephosphorylation,19_GO:0008152 metabolic process,-2.6,3.1,3.6,30211,130,680,9,1.3,0.44,134|1813|7184|9863|9887|55626|57181|57718|133522,ADORA1|DRD2|HSP90B1|MAGI2|SMG7|AMBRA1|SLC39A10|PPP4R4|PPARGC1B,-1.1,MyList
GO Biological Processes,19,GO:0009116,nucleoside metabolic process,19_GO:0008152 metabolic process,-2.5,4.2,3.9,30211,63,680,6,0.88,0.36,55|978|4860|22875|51071|57379,ACP3|CDA|PNP|ENPP4|DERA|AICDA,-1.1,MyList
Reactome Gene Sets,6,R-HSA-446219,Synthesis of substrates in N-glycan biosythesis,,-2.5,4.2,3.9,30211,63,680,6,0.88,0.36,10020|55808|55907|57171|84620|197258,GNE|ST6GALNAC1|CMAS|DOLPP1|ST6GAL2|FCSK,-1.1,MyList
Reactome Gene Sets,6,R-HSA-9033241,Peroxisomal protein import,,-2.5,4.2,3.9,30211,63,680,6,0.88,0.36,1610|8309|54677|83752|219743|390916,DAO|ACOX2|CROT|LONP2|TYSND1|NUDT19,-1.1,MyList
GO Biological Processes,19,GO:0006767,water-soluble vitamin metabolic process,19_GO:0008152 metabolic process,-2.5,4.2,3.9,30211,63,680,6,0.88,0.36,55|6513|8566|10560|51293|56922,ACP3|SLC2A1|PDXK|SLC19A2|CD320|MCCC1,-1.1,MyList
GO Biological Processes,19,GO:0060538,skeletal muscle organ development,19_GO:0032502 developmental process,-2.5,3.1,3.6,30211,131,680,9,1.3,0.44,445|467|2317|7504|8837|9456|9750|26471|51804,ASS1|ATF3|FLNB|XK|CFLAR|HOMER1|RIPOR2|NUPR1|SIX4,-1.1,MyList
GO Biological Processes,19,GO:0030004,cellular monovalent inorganic cation homeostasis,19_GO:0065007 biological regulation,-2.5,3.3,3.7,30211,107,680,8,1.2,0.41,476|1080|2896|6340|8671|23312|84679|252839,ATP1A1|CFTR|GRN|SCNN1G|SLC4A4|DMXL2|SLC9A7|TMEM9,-1.1,MyList
GO Biological Processes,19,GO:0031668,cellular response to extracellular stimulus,19_GO:0050896 response to stimulus,-2.5,2.4,3.4,30211,237,680,13,1.9,0.53,467|1824|3625|4217|5027|5899|6423|6513|9213|54407|55630|57535|84879,ATF3|DSC2|INHBB|MAP3K5|P2RX7|RALB|SFRP2|SLC2A1|XPR1|SLC38A2|SLC39A4|ELAPOR1|MFSD2A,-1.1,MyList
Reactome Gene Sets,6,R-HSA-5357769,Caspase activation via extrinsic apoptotic signalling pathway,,-2.5,6.6,4.4,30211,27,680,4,0.59,0.29,929|7099|8837|23643,CD14|TLR4|CFLAR|LY96,-1.1,MyList
KEGG Pathway,24,hsa00601,Glycosphingolipid biosynthesis - lacto and neolacto series,,-2.5,6.6,4.4,30211,27,680,4,0.59,0.29,2651|8702|8706|53947,GCNT2|B4GALT4|B3GALNT1|A4GALT,-1.1,MyList
GO Biological Processes,19,GO:0010561,negative regulation of glycoprotein biosynthetic process,19_GO:0048519 negative regulation of biological process,-2.5,6.6,4.4,30211,27,680,4,0.59,0.29,1839|25825|81618|340485,HBEGF|BACE2|ITM2C|ACER2,-1.1,MyList
GO Biological Processes,19,GO:0090504,epiboly,19_GO:0032502 developmental process,-2.5,6.6,4.4,30211,27,680,4,0.59,0.29,1839|4321|7476|23671,HBEGF|MMP12|WNT7A|TMEFF2,-1.1,MyList
GO Biological Processes,19,GO:0010460,positive regulation of heart rate,19_GO:0048518 positive regulation of biological process,-2.5,6.6,4.4,30211,27,680,4,0.59,0.29,1906|5144|6870|23493,EDN1|PDE4D|TACR3|HEY2,-1.1,MyList
GO Biological Processes,19,GO:0007205,protein kinase C-activating G protein-coupled receptor signaling pathway,19_GO:0023052 signaling,-2.5,6.6,4.4,30211,27,680,4,0.59,0.29,1606|1608|1906|2149,DGKA|DGKG|EDN1|F2R,-1.1,MyList
GO Biological Processes,19,GO:0010758,regulation of macrophage chemotaxis,19_GO:0040011 locomotion,-2.5,6.6,4.4,30211,27,680,4,0.59,0.29,1435|2660|7057|284340,CSF1|MSTN|THBS1|CXCL17,-1.1,MyList
GO Biological Processes,19,GO:0062208,positive regulation of pattern recognition receptor signaling pathway,19_GO:0002376 immune system process,-2.5,5,4.1,30211,44,680,5,0.74,0.33,2150|3929|4814|7099|7100,F2RL1|LBP|NINJ1|TLR4|TLR5,-1.1,MyList
GO Biological Processes,19,GO:0030856,regulation of epithelial cell differentiation,19_GO:0032502 developmental process,-2.5,2.8,3.5,30211,157,680,10,1.5,0.46,182|2118|5076|8842|9573|23236|23493|29841|54206|81537,JAG1|ETV4|PAX2|PROM1|GDF3|PLCB1|HEY2|GRHL1|ERRFI1|SGPP1,-1.1,MyList
Reactome Gene Sets,6,R-HSA-194138,Signaling by VEGF,,-2.5,3.3,3.6,30211,108,680,8,1.2,0.41,2321|4688|5063|5291|5578|10451|10768|23191,FLT1|NCF2|PAK3|PIK3CB|PRKCA|VAV3|AHCYL1|CYFIP1,-1.1,MyList
GO Biological Processes,19,GO:0003015,heart process,19_GO:0032501 multicellular organismal process,-2.5,3.3,3.6,30211,108,680,8,1.2,0.41,476|1906|5144|6647|7136|9992|10008|23171,ATP1A1|EDN1|PDE4D|SOD1|TNNI2|KCNE2|KCNE3|GPD1L,-1.1,MyList
GO Biological Processes,19,GO:0072329,monocarboxylic acid catabolic process,19_GO:0008152 metabolic process,-2.5,3.3,3.6,30211,108,680,8,1.2,0.41,1592|2639|5467|8309|9663|54677|197257|390916,CYP26A1|GCDH|PPARD|ACOX2|LPIN2|CROT|LDHD|NUDT19,-1.1,MyList
GO Biological Processes,19,GO:0007015,actin filament organization,19_GO:0009987 cellular process,-2.5,2.3,3.3,30211,267,680,14,2.1,0.54,2039|3693|4703|4739|5357|7184|7429|10677|10788|54857|57471|79983|133522|246176,DMTN|ITGB5|NEB|NEDD9|PLS1|HSP90B1|VIL1|AVIL|IQGAP2|GDPD2|ERMN|POF1B|PPARGC1B|GAS2L2,-1.1,MyList
GO Biological Processes,19,GO:1903018,regulation of glycoprotein metabolic process,19_GO:0008152 metabolic process,-2.5,4.2,3.8,30211,64,680,6,0.88,0.36,1839|10267|23236|25825|81618|340485,HBEGF|RAMP1|PLCB1|BACE2|ITM2C|ACER2,-1.1,MyList
GO Biological Processes,19,GO:0040014,regulation of multicellular organism growth,19_GO:0040007 growth,-2.5,4.2,3.8,30211,64,680,6,0.88,0.36,1435|1813|5357|6647|7429|84879,CSF1|DRD2|PLS1|SOD1|VIL1|MFSD2A,-1.1,MyList
GO Biological Processes,19,GO:0045995,regulation of embryonic development,19_GO:0032502 developmental process,-2.5,4.2,3.8,30211,64,680,6,0.88,0.36,6423|23236|25819|27330|51057|284217,SFRP2|PLCB1|NOCT|RPS6KA6|WDPCP|LAMA1,-1.1,MyList
GO Biological Processes,19,GO:0060760,positive regulation of response to cytokine stimulus,19_GO:0048518 positive regulation of biological process,-2.5,4.2,3.8,30211,64,680,6,0.88,0.36,972|1435|1906|4321|7099|7294,CD74|CSF1|EDN1|MMP12|TLR4|TXK,-1.1,MyList
GO Biological Processes,19,GO:0070665,positive regulation of leukocyte proliferation,19_GO:0048518 positive regulation of biological process,-2.5,2.8,3.5,30211,158,680,10,1.5,0.46,972|1435|1880|4860|7099|10451|10673|51293|57181|79679,CD74|CSF1|GPR183|PNP|TLR4|VAV3|TNFSF13B|CD320|SLC39A10|VTCN1,-1.1,MyList
GO Biological Processes,19,GO:0032526,response to retinoic acid,19_GO:0050896 response to stimulus,-2.5,3.3,3.6,30211,109,680,8,1.2,0.41,1592|5076|5154|22943|54834|81029|339479|340485,CYP26A1|PAX2|PDGFA|DKK1|GDAP2|WNT5B|BRINP3|ACER2,-1.1,MyList
KEGG Pathway,24,hsa04911,Insulin secretion,,-2.5,3.6,3.7,30211,86,680,7,1,0.39,476|5578|6513|6833|9699|23236|148327,ATP1A1|PRKCA|SLC2A1|ABCC8|RIMS2|PLCB1|CREB3L4,-1.1,MyList
GO Biological Processes,19,GO:0030832,regulation of actin filament length,19_GO:0050789 regulation of biological process,-2.5,2.8,3.4,30211,159,680,10,1.5,0.46,2039|2150|4703|5063|7429|10178|10677|23191|79822|93663,DMTN|F2RL1|NEB|PAK3|VIL1|TENM1|AVIL|CYFIP1|ARHGAP28|ARHGAP18,-1.1,MyList
GO Biological Processes,19,GO:0034123,positive regulation of toll-like receptor signaling pathway,19_GO:0002376 immune system process,-2.5,6.3,4.3,30211,28,680,4,0.59,0.29,2150|3929|4814|7100,F2RL1|LBP|NINJ1|TLR5,-1,MyList
WikiPathways,27,WP5121,Sphingolipid metabolism in senescence,,-2.5,6.3,4.3,30211,28,680,4,0.59,0.29,5578|23236|81537|166929,PRKCA|PLCB1|SGPP1|SGMS2,-1,MyList
GO Biological Processes,19,GO:0010592,positive regulation of lamellipodium assembly,19_GO:0048518 positive regulation of biological process,-2.5,6.3,4.3,30211,28,680,4,0.59,0.29,2660|10677|23191|100506658,MSTN|AVIL|CYFIP1|OCLN,-1,MyList
GO Biological Processes,19,GO:0042059,negative regulation of epidermal growth factor receptor signaling pathway,19_GO:0023052 signaling,-2.5,6.3,4.3,30211,28,680,4,0.59,0.29,5774|9052|27131|54206,PTPN3|GPRC5A|SNX5|ERRFI1,-1,MyList
Reactome Gene Sets,6,R-HSA-1483191,Synthesis of PC,,-2.5,6.3,4.3,30211,28,680,4,0.59,0.29,9663|80736|84879|162466,LPIN2|SLC44A4|MFSD2A|PHOSPHO1,-1,MyList
GO Biological Processes,19,GO:0042133,neurotransmitter metabolic process,19_GO:0008152 metabolic process,-2.5,6.3,4.3,30211,28,680,4,0.59,0.29,18|747|4129|80736,ABAT|DAGLA|MAOB|SLC44A4,-1,MyList
GO Biological Processes,19,GO:2001235,positive regulation of apoptotic signaling pathway,19_GO:0023052 signaling,-2.5,3,3.5,30211,134,680,9,1.3,0.44,467|2852|3625|4824|6647|7057|8915|26471|81618,ATF3|GPER1|INHBB|NKX3-1|SOD1|THBS1|BCL10|NUPR1|ITM2C,-1,MyList
Reactome Gene Sets,6,R-HSA-76005,Response to elevated platelet cytosolic Ca2+,,-2.5,3,3.5,30211,134,680,9,1.3,0.44,928|3827|5099|5154|5265|5578|5874|6647|7057,CD9|KNG1|PCDH7|PDGFA|SERPINA1|PRKCA|RAB27B|SOD1|THBS1,-1,MyList
GO Biological Processes,19,GO:0051259,protein complex oligomerization,19_GO:0009987 cellular process,-2.5,2.4,3.3,30211,241,680,13,1.9,0.53,972|1491|2744|3736|4355|4814|8915|9076|9456|51062|55198|65987|80036,CD74|CTH|GLS|KCNA1|MPP2|NINJ1|BCL10|CLDN1|HOMER1|ATL1|APPL2|KCTD14|TRPM3,-1,MyList
GO Biological Processes,19,GO:0030104,water homeostasis,19_GO:0065007 biological regulation,-2.5,4.1,3.8,30211,65,680,6,0.88,0.36,231|1080|3925|6340|9076|29841,AKR1B1|CFTR|STMN1|SCNN1G|CLDN1|GRHL1,-1,MyList
GO Biological Processes,19,GO:0002903,negative regulation of B cell apoptotic process,19_GO:0048519 negative regulation of biological process,-2.5,9.5,4.8,30211,14,680,3,0.44,0.25,972|8915|57181,CD74|BCL10|SLC39A10,-1,MyList
GO Biological Processes,19,GO:0099170,postsynaptic modulation of chemical synaptic transmission,19_GO:0023052 signaling,-2.5,9.5,4.8,30211,14,680,3,0.44,0.25,1813|23191|23236,DRD2|CYFIP1|PLCB1,-1,MyList
GO Biological Processes,19,GO:0036151,phosphatidylcholine acyl-chain remodeling,19_GO:0008152 metabolic process,-2.5,9.5,4.8,30211,14,680,3,0.44,0.25,5321|129642|254531,PLA2G4A|MBOAT2|LPCAT4,-1,MyList
GO Biological Processes,19,GO:0032308,positive regulation of prostaglandin secretion,19_GO:0023052 signaling,-2.5,9.5,4.8,30211,14,680,3,0.44,0.25,1906|5027|5321,EDN1|P2RX7|PLA2G4A,-1,MyList
GO Biological Processes,19,GO:0034111,negative regulation of homotypic cell-cell adhesion,19_GO:0022610 biological adhesion,-2.5,9.5,4.8,30211,14,680,3,0.44,0.25,18|928|5270,ABAT|CD9|SERPINE2,-1,MyList
GO Biological Processes,19,GO:0048148,behavioral response to cocaine,19_GO:0007610 behavior,-2.5,9.5,4.8,30211,14,680,3,0.44,0.25,18|1813|9456,ABAT|DRD2|HOMER1,-1,MyList
GO Biological Processes,19,GO:0032306,regulation of prostaglandin secretion,19_GO:0023052 signaling,-2.5,9.5,4.8,30211,14,680,3,0.44,0.25,1906|5027|5321,EDN1|P2RX7|PLA2G4A,-1,MyList
GO Biological Processes,19,GO:0009063,cellular amino acid catabolic process,19_GO:0008152 metabolic process,-2.5,3.2,3.6,30211,110,680,8,1.2,0.41,18|1610|2744|8659|23564|56922|64087|169355,ABAT|DAO|GLS|ALDH4A1|DDAH2|MCCC1|MCCC2|IDO2,-1,MyList
GO Biological Processes,19,GO:0001823,mesonephros development,19_GO:0032502 developmental process,-2.5,3.6,3.6,30211,87,680,7,1,0.39,5076|6299|6382|6385|10220|80000|170690,PAX2|SALL1|SDC1|SDC4|GDF11|GREB1L|ADAMTS16,-1,MyList
GO Biological Processes,19,GO:0051235,maintenance of location,19_GO:0051179 localization,-2.4,2.8,3.4,30211,161,680,10,1.5,0.46,540|1040|3099|4188|5167|6571|7184|51684|130399|152404,ATP7B|CDS1|HK2|MDFI|ENPP1|SLC18A2|HSP90B1|SUFU|ACVR1C|IGSF11,-1,MyList
KEGG Pathway,24,hsa04930,Type II diabetes mellitus,,-2.4,4.8,3.9,30211,46,680,5,0.74,0.33,3099|5291|6833|9021|80201,HK2|PIK3CB|ABCC8|SOCS3|HKDC1,-1,MyList
Canonical Pathways,11,M239,PID A6B1 A6B4 INTEGRIN PATHWAY,,-2.4,4.8,3.9,30211,46,680,5,0.74,0.33,928|3691|3914|5578|284217,CD9|ITGB4|LAMB3|PRKCA|LAMA1,-1,MyList
GO Biological Processes,19,GO:0010939,regulation of necrotic cell death,19_GO:0050789 regulation of biological process,-2.4,4.8,3.9,30211,46,680,5,0.74,0.33,664|6533|8837|10105|26471,BNIP3|SLC6A6|CFLAR|PPIF|NUPR1,-1,MyList
GO Biological Processes,19,GO:0090199,regulation of release of cytochrome c from mitochondria,19_GO:0023052 signaling,-2.4,4.8,3.9,30211,46,680,5,0.74,0.33,598|664|2852|10105|90427,BCL2L1|BNIP3|GPER1|PPIF|BMF,-1,MyList
GO Biological Processes,19,GO:0007215,glutamate receptor signaling pathway,19_GO:0023052 signaling,-2.4,4.8,3.9,30211,46,680,5,0.74,0.33,747|2890|6751|9456|23236,DAGLA|GRIA1|SSTR1|HOMER1|PLCB1,-1,MyList
GO Biological Processes,19,GO:0009395,phospholipid catabolic process,19_GO:0008152 metabolic process,-2.4,4.8,3.9,30211,46,680,5,0.74,0.33,5321|9388|23236|51573|133121,PLA2G4A|LIPG|PLCB1|GDE1|ENPP6,-1,MyList
Reactome Gene Sets,6,R-HSA-1660662,Glycosphingolipid metabolism,,-2.4,4.8,3.9,30211,46,680,5,0.74,0.33,2581|7368|8706|51228|57488,GALC|UGT8|B3GALNT1|GLTP|ESYT2,-1,MyList
KEGG Pathway,24,hsa05417,Lipid and atherosclerosis,,-2.4,2.5,3.3,30211,215,680,12,1.8,0.5,598|929|3929|4217|4688|5291|5578|7099|7184|10451|23236|23643,BCL2L1|CD14|LBP|MAP3K5|NCF2|PIK3CB|PRKCA|TLR4|HSP90B1|VAV3|PLCB1|LY96,-1,MyList
GO Biological Processes,19,GO:1900076,regulation of cellular response to insulin stimulus,19_GO:0050896 response to stimulus,-2.4,4,3.8,30211,66,680,6,0.88,0.36,2660|2888|5167|9021|27131|55198,MSTN|GRB14|ENPP1|SOCS3|SNX5|APPL2,-1,MyList
Canonical Pathways,11,M255,PID HIF1 TFPATHWAY,,-2.4,4,3.8,30211,66,680,6,0.88,0.36,664|1906|3099|3484|6513|112399,BNIP3|EDN1|HK2|IGFBP1|SLC2A1|EGLN3,-1,MyList
GO Biological Processes,19,GO:0070201,regulation of establishment of protein localization,19_GO:0051179 localization,-2.4,1.9,3.1,30211,520,680,22,3.2,0.68,18|1080|1813|2039|2149|2150|2852|3625|3993|5027|5174|5467|6833|7099|9776|10178|23086|51684|55612|55691|130399|340146,ABAT|CFTR|DRD2|DMTN|F2R|F2RL1|GPER1|INHBB|LLGL2|P2RX7|PDZK1|PPARD|ABCC8|TLR4|ATG13|TENM1|EXPH5|SUFU|FERMT1|FRMD4A|ACVR1C|SLC35D3,-1,MyList
GO Biological Processes,19,GO:0045596,negative regulation of cell differentiation,19_GO:0032502 developmental process,-2.4,1.8,3,30211,685,680,27,4,0.75,182|972|1910|1942|2039|2539|2660|2852|5167|5467|6272|6423|6833|7099|7476|9573|9693|10220|22943|23493|25803|25819|51684|51804|55198|56920|205717,JAG1|CD74|EDNRB|EFNA1|DMTN|G6PD|MSTN|GPER1|ENPP1|PPARD|SORT1|SFRP2|ABCC8|TLR4|WNT7A|GDF3|RAPGEF2|GDF11|DKK1|HEY2|SPDEF|NOCT|SUFU|SIX4|APPL2|SEMA3G|USF3,-1,MyList
GO Biological Processes,19,GO:0097066,response to thyroid hormone,19_GO:0050896 response to stimulus,-2.4,6.1,4.2,30211,29,680,4,0.59,0.29,717|1514|3625|375611,C2|CTSL|INHBB|SLC26A5,-1,MyList
GO Biological Processes,19,GO:0051491,positive regulation of filopodium assembly,19_GO:0048518 positive regulation of biological process,-2.4,6.1,4.2,30211,29,680,4,0.59,0.29,2823|9750|10178|139818,GPM6A|RIPOR2|TENM1|DOCK11,-1,MyList
GO Biological Processes,19,GO:0010453,regulation of cell fate commitment,19_GO:0032502 developmental process,-2.4,6.1,4.2,30211,29,680,4,0.59,0.29,6423|9573|22943|25803,SFRP2|GDF3|DKK1|SPDEF,-1,MyList
GO Biological Processes,19,GO:0010667,negative regulation of cardiac muscle cell apoptotic process,19_GO:0048519 negative regulation of biological process,-2.4,6.1,4.2,30211,29,680,4,0.59,0.29,6423|8837|23493|26471,SFRP2|CFLAR|HEY2|NUPR1,-1,MyList
GO Biological Processes,19,GO:0015701,bicarbonate transport,19_GO:0051179 localization,-2.4,6.1,4.2,30211,29,680,4,0.59,0.29,1080|8671|115111|375611,CFTR|SLC4A4|SLC26A7|SLC26A5,-1,MyList
GO Biological Processes,19,GO:0043094,cellular metabolic compound salvage,19_GO:0008152 metabolic process,-2.4,6.1,4.2,30211,29,680,4,0.59,0.29,978|4860|8566|197258,CDA|PNP|PDXK|FCSK,-1,MyList
KEGG Pathway,24,hsa05145,Toxoplasmosis,,-2.4,3.2,3.5,30211,112,680,8,1.2,0.41,598|3108|3914|4261|7099|10105|23643|284217,BCL2L1|HLA-DMA|LAMB3|CIITA|TLR4|PPIF|LY96|LAMA1,-1,MyList
KEGG Pathway,24,hsa04668,TNF signaling pathway,,-2.4,3.2,3.5,30211,112,680,8,1.2,0.41,182|1435|1906|4217|5291|8837|9021|148327,JAG1|CSF1|EDN1|MAP3K5|PIK3CB|CFLAR|SOCS3|CREB3L4,-1,MyList
Reactome Gene Sets,6,R-HSA-5668914,Diseases of metabolism,,-2.4,2.4,3.2,30211,245,680,13,1.9,0.53,5549|6382|6385|7057|10020|10568|11174|51293|54507|56922|64087|170690|171019,PRELP|SDC1|SDC4|THBS1|GNE|SLC34A2|ADAMTS6|CD320|ADAMTSL4|MCCC1|MCCC2|ADAMTS16|ADAMTS19,-1,MyList
GO Biological Processes,19,GO:0008277,regulation of G protein-coupled receptor signaling pathway,19_GO:0023052 signaling,-2.4,2.9,3.4,30211,137,680,9,1.3,0.44,55|1813|1906|2852|3925|5578|10267|23236|246176,ACP3|DRD2|EDN1|GPER1|STMN1|PRKCA|RAMP1|PLCB1|GAS2L2,-1,MyList
GO Biological Processes,19,GO:0045600,positive regulation of fat cell differentiation,19_GO:0032502 developmental process,-2.4,4,3.7,30211,67,680,6,0.88,0.36,1040|5467|6239|6423|9573|25819,CDS1|PPARD|RREB1|SFRP2|GDF3|NOCT,-1,MyList
GO Biological Processes,19,GO:1902305,regulation of sodium ion transmembrane transport,19_GO:0051179 localization,-2.4,4,3.7,30211,67,680,6,0.88,0.36,5774|23171|27347|65125|65268|81832,PTPN3|GPD1L|STK39|WNK1|WNK2|NETO1,-1,MyList
GO Biological Processes,19,GO:0070301,cellular response to hydrogen peroxide,19_GO:0050896 response to stimulus,-2.4,4,3.7,30211,67,680,6,0.88,0.36,664|1906|4217|5076|10105|80310,BNIP3|EDN1|MAP3K5|PAX2|PPIF|PDGFD,-1,MyList
GO Biological Processes,19,GO:0046470,phosphatidylcholine metabolic process,19_GO:0008152 metabolic process,-2.4,4,3.7,30211,67,680,6,0.88,0.36,1040|5321|80736|84879|129642|254531,CDS1|PLA2G4A|SLC44A4|MFSD2A|MBOAT2|LPCAT4,-1,MyList
GO Biological Processes,19,GO:1901016,regulation of potassium ion transmembrane transporter activity,19_GO:0051179 localization,-2.4,4,3.7,30211,67,680,6,0.88,0.36,3736|6833|9992|10008|27347|81832,KCNA1|ABCC8|KCNE2|KCNE3|STK39|NETO1,-1,MyList
GO Biological Processes,19,GO:0006835,dicarboxylic acid transport,19_GO:0051179 localization,-2.4,4,3.7,30211,67,680,6,0.88,0.36,4036|6509|10560|115111|284111|375611,LRP2|SLC1A4|SLC19A2|SLC26A7|SLC13A5|SLC26A5,-1,MyList
GO Biological Processes,19,GO:0061333,renal tubule morphogenesis,19_GO:0032502 developmental process,-2.4,4,3.7,30211,67,680,6,0.88,0.36,5076|6299|8549|55366|80000|170690,PAX2|SALL1|LGR5|LGR4|GREB1L|ADAMTS16,-1,MyList
GO Biological Processes,19,GO:0030307,positive regulation of cell growth,19_GO:0040007 growth,-2.4,2.7,3.4,30211,163,680,10,1.5,0.46,1839|1906|3484|6423|8437|9699|22999|23191|80736|84879,HBEGF|EDN1|IGFBP1|SFRP2|RASAL1|RIMS2|RIMS1|CYFIP1|SLC44A4|MFSD2A,-1,MyList
GO Biological Processes,19,GO:1901657,glycosyl compound metabolic process,19_GO:0008152 metabolic process,-2.4,3.5,3.6,30211,89,680,7,1,0.39,55|231|978|4860|22875|51071|57379,ACP3|AKR1B1|CDA|PNP|ENPP4|DERA|AICDA,-1,MyList
WikiPathways,27,WP2840,Hair follicle development: cytodifferentiation - part 3 of 3,,-2.4,3.5,3.6,30211,89,680,7,1,0.39,1824|3880|8549|8842|22822|22943|64065,DSC2|KRT19|LGR5|PROM1|PHLDA1|DKK1|PERP,-1,MyList
GO Biological Processes,19,GO:0001843,neural tube closure,19_GO:0032502 developmental process,-2.4,3.5,3.6,30211,89,680,7,1,0.39,4036|5076|6385|6423|8915|51684|57167,LRP2|PAX2|SDC4|SFRP2|BCL10|SUFU|SALL4,-1,MyList
GO Biological Processes,19,GO:0051899,membrane depolarization,19_GO:0065007 biological regulation,-2.4,4.7,3.9,30211,47,680,5,0.74,0.33,1906|5027|6328|6335|54831,EDN1|P2RX7|SCN3A|SCN9A|BEST2,-1,MyList
KEGG Pathway,24,hsa04973,Carbohydrate digestion and absorption,,-2.4,4.7,3.9,30211,47,680,5,0.74,0.33,476|3099|5291|23236|80201,ATP1A1|HK2|PIK3CB|PLCB1|HKDC1,-1,MyList
Canonical Pathways,11,M5884,NABA CORE MATRISOME,,-2.4,2.3,3.2,30211,275,680,14,2.1,0.54,2199|3484|3914|4013|4148|5549|7057|79625|81578|169044|203522|255631|256158|284217,FBLN2|IGFBP1|LAMB3|VWA5A|MATN3|PRELP|THBS1|NDNF|COL21A1|COL22A1|INTS6L|COL24A1|HMCN2|LAMA1,-0.99,MyList
KEGG Pathway,24,hsa04915,Estrogen signaling pathway,,-2.4,2.9,3.4,30211,138,680,9,1.3,0.44,1839|2289|2852|3880|5291|7039|7184|23236|148327,HBEGF|FKBP5|GPER1|KRT19|PIK3CB|TGFA|HSP90B1|PLCB1|CREB3L4,-0.99,MyList
GO Biological Processes,19,GO:2000052,positive regulation of non-canonical Wnt signaling pathway,19_GO:0023052 signaling,-2.4,8.9,4.6,30211,15,680,3,0.44,0.25,22881|22943|81029,ANKRD6|DKK1|WNT5B,-0.98,MyList
GO Biological Processes,19,GO:1904424,regulation of GTP binding,19_GO:0065007 biological regulation,-2.4,8.9,4.6,30211,15,680,3,0.44,0.25,3925|9750|79822,STMN1|RIPOR2|ARHGAP28,-0.98,MyList
GO Biological Processes,19,GO:0006677,glycosylceramide metabolic process,19_GO:0008152 metabolic process,-2.4,8.9,4.6,30211,15,680,3,0.44,0.25,2581|7368|9514,GALC|UGT8|GAL3ST1,-0.98,MyList
GO Biological Processes,19,GO:0019511,peptidyl-proline hydroxylation,19_GO:0008152 metabolic process,-2.4,8.9,4.6,30211,15,680,3,0.44,0.25,10549|55214|112399,PRDX4|P3H2|EGLN3,-0.98,MyList
KEGG Pathway,24,hsa00603,Glycosphingolipid biosynthesis - globo and isoglobo series,,-2.4,8.9,4.6,30211,15,680,3,0.44,0.25,8706|26301|53947,B3GALNT1|GBGT1|A4GALT,-0.98,MyList
GO Biological Processes,19,GO:0010763,positive regulation of fibroblast migration,19_GO:0040011 locomotion,-2.4,8.9,4.6,30211,15,680,3,0.44,0.25,2039|5063|7057,DMTN|PAK3|THBS1,-0.98,MyList
