stableID	namegene	nametrans	descript	transtype
ENSNVIG00000017873	SCRG1	SCRG1-201	stimulator of chondrogenesis 1 [Source:HGNC Symbol;Acc:HGNC:17036]	protein_coding
ENSNVIG00000017874	5S_rRNA	5S_rRNA-201	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	rRNA
ENSNVIG00000017875	ANKDD1A	ANKDD1A-201	ankyrin repeat and death domain containing 1A [Source:HGNC Symbol;Acc:HGNC:28002]	protein_coding
ENSNVIG00000017875	ANKDD1A	ANKDD1A-202	ankyrin repeat and death domain containing 1A [Source:HGNC Symbol;Acc:HGNC:28002]	protein_coding
ENSNVIG00000017875	ANKDD1A	ANKDD1A-203	ankyrin repeat and death domain containing 1A [Source:HGNC Symbol;Acc:HGNC:28002]	protein_coding
ENSNVIG00000017875	ANKDD1A	ANKDD1A-204	ankyrin repeat and death domain containing 1A [Source:HGNC Symbol;Acc:HGNC:28002]	protein_coding
ENSNVIG00000017876	CALN1	CALN1-201	calneuron 1 [Source:HGNC Symbol;Acc:HGNC:13248]	protein_coding
ENSNVIG00000017876	CALN1	CALN1-202	calneuron 1 [Source:HGNC Symbol;Acc:HGNC:13248]	protein_coding
ENSNVIG00000017877	SCAPER	SCAPER-201	S-phase cyclin A associated protein in the ER [Source:HGNC Symbol;Acc:HGNC:13081]	protein_coding
ENSNVIG00000017878				protein_coding
ENSNVIG00000017879	U1	U1-201	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]	snRNA
ENSNVIG00000017880	ZIC2	ZIC2-201	Zic family member 2 [Source:HGNC Symbol;Acc:HGNC:12873]	protein_coding
ENSNVIG00000017881	OR52H1	OR52H1-201	olfactory receptor family 52 subfamily H member 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:15218]	protein_coding
ENSNVIG00000017882				protein_coding
ENSNVIG00000017883	SPRY3	SPRY3-201	sprouty RTK signaling antagonist 3 [Source:HGNC Symbol;Acc:HGNC:11271]	protein_coding
ENSNVIG00000017884	PLXNA1	PLXNA1-201	plexin A1 [Source:HGNC Symbol;Acc:HGNC:9099]	protein_coding
ENSNVIG00000017885	U6	U6-201	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	snRNA
ENSNVIG00000017886	IL5	IL5-201	interleukin 5 [Source:HGNC Symbol;Acc:HGNC:6016]	protein_coding
ENSNVIG00000017887	TBPL1	TBPL1-201	TATA-box binding protein like 1 [Source:HGNC Symbol;Acc:HGNC:11589]	protein_coding
ENSNVIG00000017887	TBPL1	TBPL1-202	TATA-box binding protein like 1 [Source:HGNC Symbol;Acc:HGNC:11589]	protein_coding
ENSNVIG00000017888				pseudogene
ENSNVIG00000017889	SNX15	SNX15-201	sorting nexin 15 [Source:HGNC Symbol;Acc:HGNC:14978]	protein_coding
ENSNVIG00000017889	SNX15	SNX15-202	sorting nexin 15 [Source:HGNC Symbol;Acc:HGNC:14978]	protein_coding
ENSNVIG00000017889	SNX15	SNX15-203	sorting nexin 15 [Source:HGNC Symbol;Acc:HGNC:14978]	protein_coding
ENSNVIG00000017890				protein_coding
ENSNVIG00000017891	5S_rRNA	5S_rRNA-201	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	rRNA
ENSNVIG00000017892	ACTL10	ACTL10-201	actin like 10 [Source:HGNC Symbol;Acc:HGNC:16127]	protein_coding
ENSNVIG00000017893	RBBP8	RBBP8-201	"RB binding protein 8, endonuclease [Source:HGNC Symbol;Acc:HGNC:9891]"	protein_coding
ENSNVIG00000017894	IQCK	IQCK-201	IQ motif containing K [Source:HGNC Symbol;Acc:HGNC:28556]	protein_coding
ENSNVIG00000017894	IQCK	IQCK-202	IQ motif containing K [Source:HGNC Symbol;Acc:HGNC:28556]	protein_coding
ENSNVIG00000017895				protein_coding
ENSNVIG00000017896	PPRC1	PPRC1-201	PPARG related coactivator 1 [Source:HGNC Symbol;Acc:HGNC:30025]	protein_coding
ENSNVIG00000017897				protein_coding
ENSNVIG00000017898	NOS2	NOS2-201	nitric oxide synthase 2 [Source:HGNC Symbol;Acc:HGNC:7873]	protein_coding
ENSNVIG00000017898	NOS2	NOS2-202	nitric oxide synthase 2 [Source:HGNC Symbol;Acc:HGNC:7873]	protein_coding
ENSNVIG00000017898	NOS2	NOS2-203	nitric oxide synthase 2 [Source:HGNC Symbol;Acc:HGNC:7873]	protein_coding
ENSNVIG00000017899	IRF1	IRF1-201	interferon regulatory factor 1 [Source:HGNC Symbol;Acc:HGNC:6116]	protein_coding
ENSNVIG00000017899	IRF1	IRF1-203	interferon regulatory factor 1 [Source:HGNC Symbol;Acc:HGNC:6116]	protein_coding
ENSNVIG00000017899	IRF1	IRF1-202	interferon regulatory factor 1 [Source:HGNC Symbol;Acc:HGNC:6116]	protein_coding
ENSNVIG00000017900	GDF15	GDF15-201	growth differentiation factor 15 [Source:HGNC Symbol;Acc:HGNC:30142]	protein_coding
ENSNVIG00000017901	NXPE3	NXPE3-201	neurexophilin and PC-esterase domain family member 3 [Source:HGNC Symbol;Acc:HGNC:28238]	protein_coding
ENSNVIG00000017902				protein_coding
ENSNVIG00000017902				protein_coding
ENSNVIG00000017903	VAMP7	VAMP7-201	vesicle associated membrane protein 7 [Source:HGNC Symbol;Acc:HGNC:11486]	protein_coding
ENSNVIG00000017903	VAMP7	VAMP7-202	vesicle associated membrane protein 7 [Source:HGNC Symbol;Acc:HGNC:11486]	protein_coding
ENSNVIG00000017903	VAMP7	VAMP7-203	vesicle associated membrane protein 7 [Source:HGNC Symbol;Acc:HGNC:11486]	protein_coding
ENSNVIG00000017904	U4	U4-201	U4 spliceosomal RNA [Source:RFAM;Acc:RF00015]	snRNA
ENSNVIG00000017905	CBFA2T2	CBFA2T2-201	CBFA2/RUNX1 partner transcriptional co-repressor 2 [Source:HGNC Symbol;Acc:HGNC:1536]	protein_coding
ENSNVIG00000017906	ANKEF1	ANKEF1-201	ankyrin repeat and EF-hand domain containing 1 [Source:HGNC Symbol;Acc:HGNC:15803]	protein_coding
ENSNVIG00000017907	TMEM147	TMEM147-201	transmembrane protein 147 [Source:HGNC Symbol;Acc:HGNC:30414]	protein_coding
ENSNVIG00000017908	RNF34	RNF34-201	ring finger protein 34 [Source:HGNC Symbol;Acc:HGNC:17297]	protein_coding
ENSNVIG00000017908	RNF34	RNF34-202	ring finger protein 34 [Source:HGNC Symbol;Acc:HGNC:17297]	protein_coding
ENSNVIG00000017908	RNF34	RNF34-203	ring finger protein 34 [Source:HGNC Symbol;Acc:HGNC:17297]	protein_coding
ENSNVIG00000017909	LRRC25	LRRC25-201	leucine rich repeat containing 25 [Source:HGNC Symbol;Acc:HGNC:29806]	protein_coding
ENSNVIG00000017910	U6	U6-201	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	snRNA
ENSNVIG00000017911	GALNT17	GALNT17-201	polypeptide N-acetylgalactosaminyltransferase 17 [Source:HGNC Symbol;Acc:HGNC:16347]	protein_coding
ENSNVIG00000017912	U6	U6-201	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	snRNA
ENSNVIG00000017913	LDB1	LDB1-201	LIM domain binding 1 [Source:HGNC Symbol;Acc:HGNC:6532]	protein_coding
ENSNVIG00000017914	TMCC2	TMCC2-201	transmembrane and coiled-coil domain family 2 [Source:HGNC Symbol;Acc:HGNC:24239]	protein_coding
ENSNVIG00000017914	TMCC2	TMCC2-202	transmembrane and coiled-coil domain family 2 [Source:HGNC Symbol;Acc:HGNC:24239]	protein_coding
ENSNVIG00000017914	TMCC2	TMCC2-203	transmembrane and coiled-coil domain family 2 [Source:HGNC Symbol;Acc:HGNC:24239]	protein_coding
ENSNVIG00000017915	SSBP4	SSBP4-201	single stranded DNA binding protein 4 [Source:HGNC Symbol;Acc:HGNC:15676]	protein_coding
ENSNVIG00000017915	SSBP4	SSBP4-202	single stranded DNA binding protein 4 [Source:HGNC Symbol;Acc:HGNC:15676]	protein_coding
ENSNVIG00000017915	SSBP4	SSBP4-203	single stranded DNA binding protein 4 [Source:HGNC Symbol;Acc:HGNC:15676]	protein_coding
ENSNVIG00000017916				lncRNA
ENSNVIG00000017917	CDC7	CDC7-201	cell division cycle 7 [Source:HGNC Symbol;Acc:HGNC:1745]	protein_coding
ENSNVIG00000017917	CDC7	CDC7-202	cell division cycle 7 [Source:HGNC Symbol;Acc:HGNC:1745]	protein_coding
ENSNVIG00000017917	CDC7	CDC7-203	cell division cycle 7 [Source:HGNC Symbol;Acc:HGNC:1745]	protein_coding
ENSNVIG00000017918	SLC2A12	SLC2A12-201	solute carrier family 2 member 12 [Source:HGNC Symbol;Acc:HGNC:18067]	protein_coding
ENSNVIG00000017918	SLC2A12	SLC2A12-202	solute carrier family 2 member 12 [Source:HGNC Symbol;Acc:HGNC:18067]	protein_coding
ENSNVIG00000017919	TPRA1	TPRA1-201	transmembrane protein adipocyte associated 1 [Source:HGNC Symbol;Acc:HGNC:30413]	protein_coding
ENSNVIG00000017919	TPRA1	TPRA1-202	transmembrane protein adipocyte associated 1 [Source:HGNC Symbol;Acc:HGNC:30413]	protein_coding
ENSNVIG00000017920				protein_coding
ENSNVIG00000017921				IG_V_gene
ENSNVIG00000017922			ADP ribosylation factor like GTPase 2 [Source:HGNC Symbol;Acc:HGNC:693]	protein_coding
ENSNVIG00000017922			ADP ribosylation factor like GTPase 2 [Source:HGNC Symbol;Acc:HGNC:693]	protein_coding
ENSNVIG00000017923	CD8A	CD8A-201	CD8a molecule [Source:HGNC Symbol;Acc:HGNC:1706]	protein_coding
ENSNVIG00000017923	CD8A	CD8A-202	CD8a molecule [Source:HGNC Symbol;Acc:HGNC:1706]	protein_coding
ENSNVIG00000017923	CD8A	CD8A-203	CD8a molecule [Source:HGNC Symbol;Acc:HGNC:1706]	protein_coding
ENSNVIG00000017924	5S_rRNA	5S_rRNA-201	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	rRNA
ENSNVIG00000017925	GAPDHS	GAPDHS-201	"glyceraldehyde-3-phosphate dehydrogenase, spermatogenic [Source:HGNC Symbol;Acc:HGNC:24864]"	protein_coding
ENSNVIG00000017926	NFKBIZ	NFKBIZ-201	NFKB inhibitor zeta [Source:HGNC Symbol;Acc:HGNC:29805]	protein_coding
ENSNVIG00000017926	NFKBIZ	NFKBIZ-202	NFKB inhibitor zeta [Source:HGNC Symbol;Acc:HGNC:29805]	protein_coding
ENSNVIG00000017926	NFKBIZ	NFKBIZ-203	NFKB inhibitor zeta [Source:HGNC Symbol;Acc:HGNC:29805]	protein_coding
ENSNVIG00000017927				protein_coding
ENSNVIG00000017928	U6	U6-201	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	snRNA
ENSNVIG00000017929	U6	U6-201	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	snRNA
ENSNVIG00000017930				protein_coding
ENSNVIG00000017931	UBQLN3	UBQLN3-201	ubiquilin 3 [Source:HGNC Symbol;Acc:HGNC:12510]	protein_coding
ENSNVIG00000017932				protein_coding
ENSNVIG00000017933	KNOP1	KNOP1-201	lysine rich nucleolar protein 1 [Source:HGNC Symbol;Acc:HGNC:34404]	protein_coding
ENSNVIG00000017933	KNOP1	KNOP1-202	lysine rich nucleolar protein 1 [Source:HGNC Symbol;Acc:HGNC:34404]	protein_coding
ENSNVIG00000017933	KNOP1	KNOP1-203	lysine rich nucleolar protein 1 [Source:HGNC Symbol;Acc:HGNC:34404]	protein_coding
ENSNVIG00000017934	PAK7	PAK7-201	p21 (RAC1) activated kinase 5 [Source:HGNC Symbol;Acc:HGNC:15916]	protein_coding
ENSNVIG00000017935				protein_coding
ENSNVIG00000017936	U6	U6-201	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	snRNA
ENSNVIG00000017937	HPS6	HPS6-201	HPS6 biogenesis of lysosomal organelles complex 2 subunit 3 [Source:HGNC Symbol;Acc:HGNC:18817]	protein_coding
ENSNVIG00000017938	MCM2	MCM2-201	minichromosome maintenance complex component 2 [Source:HGNC Symbol;Acc:HGNC:6944]	protein_coding
ENSNVIG00000017939	CJ076	CJ076-201	armadillo like helical domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25788]	protein_coding
ENSNVIG00000017939	CJ076	CJ076-202	armadillo like helical domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25788]	protein_coding
ENSNVIG00000017940				protein_coding
ENSNVIG00000017941				protein_coding
ENSNVIG00000017942	WSCD2	WSCD2-201	WSC domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29117]	protein_coding
ENSNVIG00000017942	WSCD2	WSCD2-202	WSC domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29117]	protein_coding
ENSNVIG00000017943	CABLES1	CABLES1-201	Cdk5 and Abl enzyme substrate 1 [Source:HGNC Symbol;Acc:HGNC:25097]	protein_coding
ENSNVIG00000017943	CABLES1	CABLES1-202	Cdk5 and Abl enzyme substrate 1 [Source:HGNC Symbol;Acc:HGNC:25097]	protein_coding
ENSNVIG00000017944	MICU2	MICU2-201	mitochondrial calcium uptake 2 [Source:HGNC Symbol;Acc:HGNC:31830]	protein_coding
ENSNVIG00000017945	ADGRL3	ADGRL3-201	adhesion G protein-coupled receptor L3 [Source:HGNC Symbol;Acc:HGNC:20974]	protein_coding
ENSNVIG00000017945	ADGRL3	ADGRL3-202	adhesion G protein-coupled receptor L3 [Source:HGNC Symbol;Acc:HGNC:20974]	protein_coding
ENSNVIG00000017945	ADGRL3	ADGRL3-203	adhesion G protein-coupled receptor L3 [Source:HGNC Symbol;Acc:HGNC:20974]	protein_coding
ENSNVIG00000017945	ADGRL3	ADGRL3-204	adhesion G protein-coupled receptor L3 [Source:HGNC Symbol;Acc:HGNC:20974]	protein_coding
ENSNVIG00000017945	ADGRL3	ADGRL3-205	adhesion G protein-coupled receptor L3 [Source:HGNC Symbol;Acc:HGNC:20974]	protein_coding
ENSNVIG00000017945	ADGRL3	ADGRL3-206	adhesion G protein-coupled receptor L3 [Source:HGNC Symbol;Acc:HGNC:20974]	protein_coding
ENSNVIG00000017946	BATF2	BATF2-201	basic leucine zipper ATF-like transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:25163]	protein_coding
ENSNVIG00000017947				IG_V_gene
ENSNVIG00000017948				protein_coding
ENSNVIG00000017949				protein_coding
ENSNVIG00000017949				protein_coding
ENSNVIG00000017950				protein_coding
ENSNVIG00000017951	ANKRD28	ANKRD28-201	ankyrin repeat domain 28 [Source:HGNC Symbol;Acc:HGNC:29024]	protein_coding
ENSNVIG00000017951	ANKRD28	ANKRD28-202	ankyrin repeat domain 28 [Source:HGNC Symbol;Acc:HGNC:29024]	protein_coding
ENSNVIG00000017951	ANKRD28	ANKRD28-203	ankyrin repeat domain 28 [Source:HGNC Symbol;Acc:HGNC:29024]	protein_coding
ENSNVIG00000017951	ANKRD28	ANKRD28-204	ankyrin repeat domain 28 [Source:HGNC Symbol;Acc:HGNC:29024]	protein_coding
ENSNVIG00000017951	ANKRD28	ANKRD28-205	ankyrin repeat domain 28 [Source:HGNC Symbol;Acc:HGNC:29024]	protein_coding
ENSNVIG00000017951	ANKRD28	ANKRD28-206	ankyrin repeat domain 28 [Source:HGNC Symbol;Acc:HGNC:29024]	protein_coding
ENSNVIG00000017951	ANKRD28	ANKRD28-207	ankyrin repeat domain 28 [Source:HGNC Symbol;Acc:HGNC:29024]	protein_coding
ENSNVIG00000017951	ANKRD28	ANKRD28-208	ankyrin repeat domain 28 [Source:HGNC Symbol;Acc:HGNC:29024]	protein_coding
ENSNVIG00000017952	RLBP1	RLBP1-201	retinaldehyde binding protein 1 [Source:HGNC Symbol;Acc:HGNC:10024]	protein_coding
ENSNVIG00000017953	NUAK2	NUAK2-201	NUAK family kinase 2 [Source:HGNC Symbol;Acc:HGNC:29558]	protein_coding
ENSNVIG00000017954	PKHO2	PKHO2-202		protein_coding
ENSNVIG00000017954	PKHO2	PKHO2-201		protein_coding
ENSNVIG00000017955				protein_coding
ENSNVIG00000017956				protein_coding
ENSNVIG00000017957	APC13	APC13-201	anaphase promoting complex subunit 13 [Source:HGNC Symbol;Acc:HGNC:24540]	protein_coding
ENSNVIG00000017958	FGF9	FGF9-201	fibroblast growth factor 9 [Source:HGNC Symbol;Acc:HGNC:3687]	protein_coding
ENSNVIG00000017959	5S_rRNA	5S_rRNA-201	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	rRNA
ENSNVIG00000017960				protein_coding
ENSNVIG00000017961				misc_RNA
ENSNVIG00000017962			"small nucleolar RNA, H/ACA box 58B [Source:HGNC Symbol;Acc:HGNC:52208]"	snoRNA
ENSNVIG00000017963	5S_rRNA	5S_rRNA-201	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	rRNA
ENSNVIG00000017964	OR5B12	OR5B12-201	olfactory receptor family 5 subfamily B member 12 [Source:HGNC Symbol;Acc:HGNC:15432]	protein_coding
ENSNVIG00000017965	KLHDC8A	KLHDC8A-201	kelch domain containing 8A [Source:HGNC Symbol;Acc:HGNC:25573]	protein_coding
ENSNVIG00000017966	SNTA1	SNTA1-201	syntrophin alpha 1 [Source:HGNC Symbol;Acc:HGNC:11167]	protein_coding
ENSNVIG00000017967	SGK1	SGK1-201	serum/glucocorticoid regulated kinase 1 [Source:HGNC Symbol;Acc:HGNC:10810]	protein_coding
ENSNVIG00000017967	SGK1	SGK1-202	serum/glucocorticoid regulated kinase 1 [Source:HGNC Symbol;Acc:HGNC:10810]	protein_coding
ENSNVIG00000017967	SGK1	SGK1-203	serum/glucocorticoid regulated kinase 1 [Source:HGNC Symbol;Acc:HGNC:10810]	protein_coding
ENSNVIG00000017967	SGK1	SGK1-204	serum/glucocorticoid regulated kinase 1 [Source:HGNC Symbol;Acc:HGNC:10810]	protein_coding
ENSNVIG00000017969	LAMP5	LAMP5-201	lysosomal associated membrane protein family member 5 [Source:HGNC Symbol;Acc:HGNC:16097]	protein_coding
ENSNVIG00000017969	LAMP5	LAMP5-202	lysosomal associated membrane protein family member 5 [Source:HGNC Symbol;Acc:HGNC:16097]	protein_coding
ENSNVIG00000017970	PODXL2	PODXL2-201	podocalyxin like 2 [Source:HGNC Symbol;Acc:HGNC:17936]	protein_coding
ENSNVIG00000017971	7SK	7SK-201	7SK RNA [Source:RFAM;Acc:RF00100]	misc_RNA
ENSNVIG00000017972	ORAI1	ORAI1-201	ORAI calcium release-activated calcium modulator 1 [Source:HGNC Symbol;Acc:HGNC:25896]	protein_coding
ENSNVIG00000017973	HAX1	HAX1-201	HCLS1 associated protein X-1 [Source:HGNC Symbol;Acc:HGNC:16915]	protein_coding
ENSNVIG00000017974	ABHD2	ABHD2-201	abhydrolase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18717]	protein_coding
ENSNVIG00000017975	5S_rRNA	5S_rRNA-201	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	rRNA
ENSNVIG00000017976	VPS35L	VPS35L-201	VPS35 endosomal protein sorting factor like [Source:HGNC Symbol;Acc:HGNC:24641]	protein_coding
ENSNVIG00000017977	ANO7	ANO7-201	anoctamin 7 [Source:HGNC Symbol;Acc:HGNC:31677]	protein_coding
ENSNVIG00000017978	GPHA2	GPHA2-201	glycoprotein hormone subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:18054]	protein_coding
ENSNVIG00000017979				protein_coding
ENSNVIG00000017980	5S_rRNA	5S_rRNA-201	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	rRNA
ENSNVIG00000017981	TM241	TM241-201	transmembrane protein 241 [Source:HGNC Symbol;Acc:HGNC:31723]	protein_coding
ENSNVIG00000017981	TM241	TM241-202	transmembrane protein 241 [Source:HGNC Symbol;Acc:HGNC:31723]	protein_coding
ENSNVIG00000017982	CMKLR1	CMKLR1-201	chemerin chemokine-like receptor 1 [Source:HGNC Symbol;Acc:HGNC:2121]	protein_coding
ENSNVIG00000017983	SLC22A5	SLC22A5-201	solute carrier family 22 member 5 [Source:HGNC Symbol;Acc:HGNC:10969]	protein_coding
ENSNVIG00000017983	SLC22A5	SLC22A5-202	solute carrier family 22 member 5 [Source:HGNC Symbol;Acc:HGNC:10969]	protein_coding
ENSNVIG00000017984	U6	U6-201	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	snRNA
ENSNVIG00000017985	MORN3	MORN3-201	MORN repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:29807]	protein_coding
ENSNVIG00000017985	MORN3	MORN3-202	MORN repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:29807]	protein_coding
ENSNVIG00000017986	AMOTL2	AMOTL2-201	angiomotin like 2 [Source:HGNC Symbol;Acc:HGNC:17812]	protein_coding
ENSNVIG00000017987	5S_rRNA	5S_rRNA-201	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	rRNA
ENSNVIG00000017988	DMKN	DMKN-201	dermokine [Source:HGNC Symbol;Acc:HGNC:25063]	protein_coding
ENSNVIG00000017988	DMKN	DMKN-202	dermokine [Source:HGNC Symbol;Acc:HGNC:25063]	protein_coding
ENSNVIG00000017988	DMKN	DMKN-203	dermokine [Source:HGNC Symbol;Acc:HGNC:25063]	protein_coding
ENSNVIG00000017988	DMKN	DMKN-204	dermokine [Source:HGNC Symbol;Acc:HGNC:25063]	protein_coding
ENSNVIG00000017988	DMKN	DMKN-205	dermokine [Source:HGNC Symbol;Acc:HGNC:25063]	protein_coding
ENSNVIG00000017988	DMKN	DMKN-206	dermokine [Source:HGNC Symbol;Acc:HGNC:25063]	protein_coding
ENSNVIG00000017988	DMKN	DMKN-207	dermokine [Source:HGNC Symbol;Acc:HGNC:25063]	protein_coding
ENSNVIG00000017988	DMKN	DMKN-208	dermokine [Source:HGNC Symbol;Acc:HGNC:25063]	protein_coding
ENSNVIG00000017989	SNORD33	SNORD33-201	Small nucleolar RNA Z195/SNORD33/SNORD32 family [Source:RFAM;Acc:RF00133]	snoRNA
ENSNVIG00000017990	CDK5RAP1	CDK5RAP1-201	CDK5 regulatory subunit associated protein 1 [Source:HGNC Symbol;Acc:HGNC:15880]	protein_coding
ENSNVIG00000017991	RMD5A	RMD5A-201	required for meiotic nuclear division 5 homolog A [Source:HGNC Symbol;Acc:HGNC:25850]	protein_coding
ENSNVIG00000017991	RMD5A	RMD5A-202	required for meiotic nuclear division 5 homolog A [Source:HGNC Symbol;Acc:HGNC:25850]	protein_coding
ENSNVIG00000017992	TRIM39	TRIM39-201	tripartite motif containing 39 [Source:HGNC Symbol;Acc:HGNC:10065]	protein_coding
ENSNVIG00000017992	TRIM39	TRIM39-202	tripartite motif containing 39 [Source:HGNC Symbol;Acc:HGNC:10065]	protein_coding
ENSNVIG00000017993	ISYNA1	ISYNA1-201	inositol-3-phosphate synthase 1 [Source:HGNC Symbol;Acc:HGNC:29821]	protein_coding
ENSNVIG00000017993	ISYNA1	ISYNA1-202	inositol-3-phosphate synthase 1 [Source:HGNC Symbol;Acc:HGNC:29821]	protein_coding
ENSNVIG00000017994	MAPKBP1	MAPKBP1-201	mitogen-activated protein kinase binding protein 1 [Source:HGNC Symbol;Acc:HGNC:29536]	protein_coding
ENSNVIG00000017994	MAPKBP1	MAPKBP1-202	mitogen-activated protein kinase binding protein 1 [Source:HGNC Symbol;Acc:HGNC:29536]	protein_coding
ENSNVIG00000017994	MAPKBP1	MAPKBP1-203	mitogen-activated protein kinase binding protein 1 [Source:HGNC Symbol;Acc:HGNC:29536]	protein_coding
ENSNVIG00000017994	MAPKBP1	MAPKBP1-204	mitogen-activated protein kinase binding protein 1 [Source:HGNC Symbol;Acc:HGNC:29536]	protein_coding
ENSNVIG00000017995	TYRP1	TYRP1-201	tyrosinase related protein 1 [Source:HGNC Symbol;Acc:HGNC:12450]	protein_coding
ENSNVIG00000017996	FICD	FICD-201	FIC domain containing [Source:HGNC Symbol;Acc:HGNC:18416]	protein_coding
ENSNVIG00000017996	FICD	FICD-202	FIC domain containing [Source:HGNC Symbol;Acc:HGNC:18416]	protein_coding
ENSNVIG00000017997	MFGE8	MFGE8-201	milk fat globule-EGF factor 8 protein [Source:HGNC Symbol;Acc:HGNC:7036]	protein_coding
ENSNVIG00000017998	TGFBR3	TGFBR3-201	transforming growth factor beta receptor 3 [Source:HGNC Symbol;Acc:HGNC:11774]	protein_coding
ENSNVIG00000017998	TGFBR3	TGFBR3-202	transforming growth factor beta receptor 3 [Source:HGNC Symbol;Acc:HGNC:11774]	protein_coding
ENSNVIG00000017998	TGFBR3	TGFBR3-203	transforming growth factor beta receptor 3 [Source:HGNC Symbol;Acc:HGNC:11774]	protein_coding
ENSNVIG00000017998	TGFBR3	TGFBR3-204	transforming growth factor beta receptor 3 [Source:HGNC Symbol;Acc:HGNC:11774]	protein_coding
ENSNVIG00000017999	OR5B21	OR5B21-201	olfactory receptor family 5 subfamily B member 21 [Source:HGNC Symbol;Acc:HGNC:19616]	protein_coding
ENSNVIG00000018000				protein_coding
ENSNVIG00000018001				protein_coding
ENSNVIG00000018002	MFN1	MFN1-201	mitofusin 1 [Source:HGNC Symbol;Acc:HGNC:18262]	protein_coding
ENSNVIG00000018003	HAPLN3	HAPLN3-201	hyaluronan and proteoglycan link protein 3 [Source:HGNC Symbol;Acc:HGNC:21446]	protein_coding
ENSNVIG00000018004	AQP10	AQP10-201	aquaporin 10 [Source:HGNC Symbol;Acc:HGNC:16029]	protein_coding
ENSNVIG00000018004	AQP10	AQP10-202	aquaporin 10 [Source:HGNC Symbol;Acc:HGNC:16029]	protein_coding
ENSNVIG00000018005	PPP2R5B	PPP2R5B-201	protein phosphatase 2 regulatory subunit B'beta [Source:HGNC Symbol;Acc:HGNC:9310]	protein_coding
ENSNVIG00000018005	PPP2R5B	PPP2R5B-202	protein phosphatase 2 regulatory subunit B'beta [Source:HGNC Symbol;Acc:HGNC:9310]	protein_coding
ENSNVIG00000018006				protein_coding
ENSNVIG00000018007				protein_coding
ENSNVIG00000018008	ABTB1	ABTB1-201	ankyrin repeat and BTB domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18275]	protein_coding
ENSNVIG00000018009	PIF1	PIF1-201	PIF1 5'-to-3' DNA helicase [Source:HGNC Symbol;Acc:HGNC:26220]	protein_coding
ENSNVIG00000018010	RYK	RYK-201	receptor like tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:10481]	protein_coding
ENSNVIG00000018010	RYK	RYK-202	receptor like tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:10481]	protein_coding
ENSNVIG00000018011	SLC22A4	SLC22A4-201	solute carrier family 22 member 4 [Source:HGNC Symbol;Acc:HGNC:10968]	protein_coding
ENSNVIG00000018012	SART3	SART3-201	"spliceosome associated factor 3, U4/U6 recycling protein [Source:HGNC Symbol;Acc:HGNC:16860]"	protein_coding
ENSNVIG00000018012	SART3	SART3-202	"spliceosome associated factor 3, U4/U6 recycling protein [Source:HGNC Symbol;Acc:HGNC:16860]"	protein_coding
ENSNVIG00000018012	SART3	SART3-203	"spliceosome associated factor 3, U4/U6 recycling protein [Source:HGNC Symbol;Acc:HGNC:16860]"	protein_coding
ENSNVIG00000018013	FIGNL1	FIGNL1-201	fidgetin like 1 [Source:HGNC Symbol;Acc:HGNC:13286]	protein_coding
ENSNVIG00000018014	RAB3GAP2	RAB3GAP2-201	RAB3 GTPase activating non-catalytic protein subunit 2 [Source:HGNC Symbol;Acc:HGNC:17168]	protein_coding
ENSNVIG00000018014	RAB3GAP2	RAB3GAP2-202	RAB3 GTPase activating non-catalytic protein subunit 2 [Source:HGNC Symbol;Acc:HGNC:17168]	protein_coding
ENSNVIG00000018014	RAB3GAP2	RAB3GAP2-203	RAB3 GTPase activating non-catalytic protein subunit 2 [Source:HGNC Symbol;Acc:HGNC:17168]	protein_coding
